Hotel_ID,Review Date,Location,Hotel/Restaurant name,Review
rn546927329,"Reviewed December 12, 2017 ", Kata Beach,Burger House Kata Beach,"Nice and friendly staff. Small restorant but designed in a fun fashion. We ate cheeseburger, not the best but it was good. French fries were fresh and crispy. We loved source samourai, hot sweet dipping for fries."
rn546644135,"Reviewed December 11, 2017 ", Kata Beach,Burger House Kata Beach,Really really great burger! We visited kata beach for one day(our hotel is in patong) and just looked at nearby restaurants and found this gem! The french owner made us feel extremely welcome and the price for two people was 840 baht for two double...More
rn545322644,"Reviewed December 5, 2017 ", Kata Beach,Burger House Kata Beach,"I had my second burger in two days.
Homemade buns and burger fried onion
Fresh sallad and yummie garlic dressing
And cheddar cheese ,i say no Moore
Oh My budda this was heaven for My stomach
And made My day twice <f0><U+009F><U+0098><U+0080>
Cant Wait to...More"
rn538022890,"Reviewed November 3, 2017 ", Kata Beach,Burger House Kata Beach,"I went here twice and will go again! Lovely staff and great food.
Sehr gutes essen! Ich bin sehr wählerisch was essen in Thailand angeht und bin hier sehr zufrieden gewesen."
rn534354723,"Reviewed October 19, 2017 ", Kata Beach,Burger House Kata Beach,I am a self proclaimed vegegan (vegetarian who is part time vegan). This place is the bomb.com if they made a burger full of world peace and equality I think this would be it. There wasn't mushroom in my belly after I destroyed the vegetarian...More
rn533297322,"Reviewed October 15, 2017 ", Kata Beach,Burger House Kata Beach,I’m so sad that we only discovered this place the day before our trip had to end. The owners were very friendly and accommodating when we arrived and to top it all off the food was absolutely amazing that we had to get our fix...More
rn532478338,"Reviewed October 12, 2017 ", Kata Beach,Burger House Kata Beach,"Good fries, but the burger had totally no taste. It could be good but without barbeque spice it can never be a burger (no matter what)."
rn532354658,"Reviewed October 12, 2017 ", Kata Beach,Burger House Kata Beach,"Tired of the 400-600 baht burgers. Come checkout this little burger joint. They use quality ingredients and burgers start at 185baht, fries were very good too sold separately or as a drink fries combo. Friendly owner working long hours to make it happen. He's got...More"
rn532000608,"Reviewed October 11, 2017 ", Kata Beach,Burger House Kata Beach,"I ordered the cheese burger in combo with the beer and the chips, taste was absolutely delicious, chips were big enough. Beer was good but need to be a little bit more colder."
rn521714505,"Reviewed September 6, 2017 ", Kata Beach,Burger House Kata Beach,Our first stop after checkin in at the hotel was at burger house to have our lunch. Its halal. The cafe was a bit small but dont judge. The foods were at affordable price and very filling. We had our lunch twice at this cafe....More
rn509858355,"Reviewed August 7, 2017 ", Kata Beach,Burger House Kata Beach,"Stumble across this place on our evening walk
I order the cheese burger which l realty enjoyed. My husband had the chicken burger. We also ordered fries
Food was good, staff attentive
Would recommend"
rn498498064,"Reviewed July 4, 2017 ", Kata Beach,Burger House Kata Beach,Had tasty basic burger here on a hot day -Really good service the food is great and the music is great-Nice people.
rn497390817,"Reviewed June 30, 2017 ", Kata Beach,Burger House Kata Beach,Had a cheeseburger meal and a chicken wrap. Nothing special about these. Tasted like every other grill.More
rn490108735,"Reviewed June 3, 2017 ", Kata Beach,Burger House Kata Beach,Had to try a wrap was one of the most tastiest wraps I've had in Thailand plenty of meat inside which is rear would recommend you try the wife had a burger and she said very good which for a Thai to say is very...More
rn489856998,"Reviewed June 2, 2017 ", Kata Beach,Burger House Kata Beach,We were a bit tired of local food and craving a burger. Called them about 20 min before closing time and they waited for us; the cheese burger and the mushrooms one are very good choices. They sell beer. Recommended!!
rn478782355,"Reviewed April 25, 2017 ", Kata Beach,Burger House Kata Beach,Meal was absolutely Delish! I ordered beef by mistake and the friendly owner changed it to chicken without charge. I was sold! :D
rn476417522,"Reviewed April 17, 2017 ", Kata Beach,Burger House Kata Beach,"Tried take out burgers from this Burger restaurant.
Was pleasantly surprised at the quality and taste. Probably one of the best burgers I have eaten in Thailand.
Great when you have a craving for a good old fashioned Burger
Great fries and onion rings"
rn476288699,"Reviewed April 16, 2017 ", Kata Beach,Burger House Kata Beach,"The best burger you can get in Phuket, the shop is small but the meals are so delicious. Definitely will visit again."
rn470997237,"Reviewed March 28, 2017 ", Kata Beach,Burger House Kata Beach,"My husband and I visited once we landed in Phuket as this was right outside of our hotel. The food was fresh and so tasty! A proper burger, fast food but so fresh!"
rn469520189,"Reviewed March 22, 2017 ", Kata Beach,Burger House Kata Beach,"Don't miss this place if you are craving for a good burger, very good potatoes wedges. stumbled to this place on the way back to the beach and fully satisfied. good value for money. desserves a better ranking on tripadvisor."
rn468664311,"Reviewed March 19, 2017 ", Kata Beach,Burger House Kata Beach,"The burgers are good not like the up and comming places back home (getta burger, chur burger etc) but they are good. It was a little pricey by the time we had a couple of beers and burgers/chips. Friendly staff, fresh food can't really complain....More"
rn468532615,"Reviewed March 19, 2017 ", Kata Beach,Burger House Kata Beach,"Popped for a late snack and this hit the spot. Good tasty burgers, and great fries all cooked fresh . Service is quick and friendly and beers are cold. Lots of choices, we will be back."
rn463382502,"Reviewed February 27, 2017 ", Kata Beach,Burger House Kata Beach,"Exellent burgers! Nice affordable place, with a great vibe. Cannot wait to have a bite here again next week"
rn458870942,"Reviewed February 12, 2017 ", Kata Beach,Burger House Kata Beach,"Fast Food Garbage from this place makes up 50% of Street litter. We find every morning a lot of street littering, as wrappers and cups from Burger house around Kata-Plaza.
Why this place serve not normal glass and plates ? WHAT IS THE PROBLEM ?More"
rn458816374,"Reviewed February 11, 2017 ", Kata Beach,Burger House Kata Beach,"Coming to the end of our 2 weeks in Thailand we had devoured all kinds of Thai food, and I was craving comfort food. The Burger House did not disappoint! The food was fresh and yummy, the service great and the prices reasonable. Would definitely...More"
rn456818172,"Reviewed February 2, 2017 ", Kata Beach,Burger House Kata Beach,When you're tired of the thaifood this is an excellent choice. Very good and tasty mushroom hamburger.
rn455814004,"Reviewed January 29, 2017 ", Kata Beach,Burger House Kata Beach,Very recommended for burger lovers.Decent price and loving the double decker burgers. Meat are fresh without the beefy taste. The bun is soft and immediately we know this is not one of those dried up commercial baked burger buns. Took a little longer to prepare...More
rn451435070,"Reviewed January 12, 2017 ", Kata Beach,Burger House Kata Beach,"We were here 2 times. The food was very good every time. I had chesseburgers. The burgers were fresh cooked and very delicious. If you are looking for good burgers, than this is the place to be!"
rn450103864,"Reviewed January 7, 2017 ", Kata Beach,Burger House Kata Beach,The bun was soft and patty was well-seasoned. There are many choices on the menu. Friendly service staff.
rn450031352,"Reviewed January 6, 2017 ", Kata Beach,Burger House Kata Beach,"Good burger and fries, coffee house across the road, located hidden away on a busy corner next to good restuarants"
rn448747872,"Reviewed January 2, 2017 ", Kata Beach,Burger House Kata Beach,Called in after going to the beach friendly staff clean and welcoming I had the big wrap plenty of meat and very tasty with a little kick to it would definitely recommend this place AAA
rn446852024,"Reviewed December 27, 2016 ", Kata Beach,Burger House Kata Beach,They make the freshest and best burgers hands down. Everything is made fresh and the owners are sweethearts. We eat here every time we are in Kata. Awesome after a day of stand up paddleboarding or surfing.
rn446716263,"Reviewed December 26, 2016 ", Kata Beach,Burger House Kata Beach,Had our first dinner in phuket from Burger House. We ordered take away to eat back at our hotel. Walk all the way back with a nice smell accompanying us. The patty and the bun was awesome. The wedges was just amazing. Highly recommanded.
